symbol,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,regularMarketPrice,logo_url,address2,fax
ALL,60062-6127,Financial Services,41860.0,"The Allstate Corporation, through its subsidiaries, provides property and casualty, and other insurance products in the United States and Canada. The company operates through Allstate Protection, Protection Services, Allstate Life, and Allstate Benefits segments. The Allstate Protection segment offers private passenger auto and homeowners insurance; specialty auto products, including motorcycle, trailer, motor home, and off-road vehicle insurance; other personal lines products, such as renter, condominium, landlord, boat, umbrella, and manufactured home and stand-alone scheduled personal property; and commercial lines products under the Allstate and Encompass brand names. The Protection Services segment provides consumer product protection plans and related technical support for mobile phones, consumer electronics, furniture, and appliances; finance and insurance products, including vehicle service contracts, guaranteed asset protection waivers, road hazard tire and wheel, and paintless dent repair protection; roadside assistance; device and mobile data collection services; data and analytic solutions using automotive telematics information; and identity protection services. This segment offers its products under various brands including Allstate Protection Plans, Allstate Dealer Services, Allstate Roadside Services, Arity, and Allstate Identity Protection. The Allstate Life Segment offers traditional, interest-sensitive, and variable life insurance products, as well as non-proprietary products offered by third-party providers. Its Allstate Benefits segment provides life, accident, critical illness, short-term disability, and other health insurance products. The company sells its products through call centers, agencies, financial specialists, brokers, wholesale partners, and affinity groups, as well as through online and mobile applications. The Allstate Corporation was founded in 1931 and is based in Northbrook, Illinois.",Northbrook,847-402-5000,IL,United States,[],http://www.allstate.com,1,2775 Sanders Road,Insurance—Property & Casualty,111.59,111.69,100.64926,0.019356575,0.1248,,113.75,,2121928,,111.59,108.32206,2.16,111.69,2121928,,,,3.24,1614729600.0,0.823943,,,110.9,2,USD,6.5690355,3182311,,,,34439688192,,,1848840,0.7688975,110.9,116.75,,800,3182311,116.68,9.038951,,1.85,64.13,110.01,False,0.029000001,900,113.75,NYQ,Allstate Corporation (The),The Allstate Corporation,America/New_York,EST,True,-18000000,,EQUITY,,,finmb_18711,5fb1f955-b45e-38e3-9789-286a1790398d,us_market,,0.802,,0.12449,3.902,,,12.58,,302872992.0,,,92.918,3765225.0,0.0124,,1609372800.0,0.80534,5461000192.0,17.31,,,1.2237672,0.0043099998,1672444800.0,1609372800.0,1.87,1611878400.0,301240938.0,35926646784.0,,899337600.0,2:1,,,0.48,1614297600.0,3.45,,0.0125,3977943.0,,,111.69,https://logo.clearbit.com/allstate.com,,
GOOGL,94043,Communication Services,135301.0,"Alphabet Inc. provides online advertising services in the United States, Europe, the Middle East, Africa, the Asia-Pacific, Canada, and Latin America. The company offers performance and brand advertising services. It operates through Google Services, Google Cloud, and Other Bets segments. The Google Services segment provides products and services, such as ads, Android, Chrome, hardware, Google Maps, Google Play, Search, and YouTube, as well as technical infrastructure; and digital content. The Google Cloud segment offers infrastructure and data analytics platforms, collaboration tools, and other services for enterprise customers. The Other Bets segment sells internet and TV services, as well as licensing and research and development services. The company was founded in 1998 and is headquartered in Mountain View, California.",Mountain View,650-253-0000,CA,United States,[],http://www.abc.xyz,1,1600 Amphitheatre Parkway,Internet Content & Information,2040.36,2061.4,1741.0712,,0.0,,2061.4,,1845114,,2040.36,2011.3708,,2061.4,1845114,,,,,,0.999458,,,2019.33,2,USD,34.739563,1355004,,,,1376704659456,,,1798403,7.5424714,2019.33,2044.66,,1000,1355004,2145.14,25.119541,,,1008.87,2022.2,False,,800,2061.4,NMS,Alphabet Inc.,Alphabet Inc.,America/New_York,EST,True,-18000000,,EQUITY,,,finmb_29096,e15ce71f-f533-3912-9f11-a46c09e2412b,us_market,,6.94,,0.22062,23.071,,,81.06,,300644000.0,,,329.586,3075148.0,0.0046,,1609372800.0,0.80246,40269000704.0,58.613,,,6.1780233,0.00122,1672444800.0,1609372800.0,1.59,1611878400.0,607302756.0,1266659491840.0,,1396483200.0,1998:1000,,,0.427,1614297600.0,1.59,,0.010199999,2854707.0,,,2061.4,https://logo.clearbit.com/abc.xyz,,
GOOG,94043,Communication Services,135301.0,"Alphabet Inc. provides online advertising services in the United States, Europe, the Middle East, Africa, the Asia-Pacific, Canada, and Latin America. The company offers performance and brand advertising services. It operates through Google Services, Google Cloud, and Other Bets segments. The Google Services segment provides products and services, such as ads, Android, Chrome, hardware, Google Maps, Google Play, Search, and YouTube, as well as technical infrastructure; and digital content. The Google Cloud segment offers infrastructure and data analytics platforms, collaboration tools, and other services for enterprise customers. The Other Bets segment sells internet and TV services, as well as licensing and research and development services. The company was founded in 1998 and is headquartered in Mountain View, California.",Mountain View,650-253-0000,CA,United States,[],http://www.abc.xyz,1,1600 Amphitheatre Parkway,Internet Content & Information,2052.7,2071.76,1747.9065,,0.0,,2073.7,,1667642,,2052.7,2021.8477,,2071.76,1667642,,,,,,0.999458,,,2033.37,2,USD,35.060993,1268592,,,,1381089017856,,,1606747,7.5664916,2033.37,2059.88,,800,1268592,2152.68,25.283342,,,1013.536,2055.03,False,,1200,2073.7,NMS,Alphabet Inc.,Alphabet Inc.,America/New_York,EST,False,-18000000,,EQUITY,,,finmb_29096,ee8cce8c-2475-31c0-8436-ecdf889cbfbd,us_market,,6.985,,0.22062,23.222,,,81.28,,329867008.0,,,329.586,2901383.0,0.0043,,1609372800.0,0.68096,40269000704.0,58.613,,,6.235186,0.058579996,1672444800.0,1609372800.0,1.81,1611878400.0,607302756.0,1274978369536.0,,1430092800.0,10000000:10000000,,,0.427,1614297600.0,1.59,,,2526518.0,,,2071.76,https://logo.clearbit.com/abc.xyz,,
MO,23230,Consumer Defensive,7100.0,"Altria Group, Inc., through its subsidiaries, manufactures and sells cigarettes, oral tobacco products, and wine in the United States. It offers cigarettes primarily under the Marlboro brand; cigars principally under the Black & Mild brand; and moist smokeless tobacco products under the Copenhagen, Skoal, Red Seal, and Husky brands, as well as provides on! oral nicotine pouches. The company also produces and sells varietal and blended table wines, and sparkling wines under the Chateau Ste. Michelle and 14 Hands names; and imports and markets Antinori, Torres, and Villa Maria Estate wines, as well as Champagne Nicolas Feuillatte in the United States. In addition, it provides finance leasing services primarily in transportation, power generation, real estate, and manufacturing equipment industries. The company sells its tobacco products primarily to wholesalers, including distributors; and large retail organizations, such as chain stores. Altria Group, Inc. was founded in 1822 and is headquartered in Richmond, Virginia.",Richmond,804 274 2200,VA,United States,[],http://www.altria.com,1,6601 West Broad Street,Tobacco,47.68,47.9,41.35978,0.071308725,1.4167,,48.44,,11337114,,47.68,43.417355,3.4,47.9,11337114,,,,3.44,1616544000.0,0.629469,,,47.76,2,USD,20.083332,9275542,,,,89588858880,,,9038908,4.298683,47.76,48.25,,1000,9275542,48.44,9.877049,,5.45,30.95,48.03,False,0.0721,1300,48.44,NYQ,"Altria Group, Inc.","Altria Group, Inc.",America/New_York,EST,True,-18000000,,EQUITY,,,finmb_53839346,eb0459bf-ce41-3588-8ecf-61fb07987581,us_market,,5.435,,0.21434,9.553,,,4.88,,1858419968.0,,,1.528,15979526.0,0.0086,,1609372800.0,0.63104,4458999808.0,2.4,,,31.544502,0.0010899999,1672444800.0,1609372800.0,1.96,1611878400.0,1856347705.0,113274322944.0,,860716800.0,3:1,,,,1614297600.0,2.01,,0.0086,11748824.0,,,47.9,https://logo.clearbit.com/altria.com,,
AMZN,98109-5210,Consumer Cyclical,1298000.0,"Amazon.com, Inc. engages in the retail sale of consumer products and subscriptions in North America and internationally. The company operates through three segments: North America, International, and Amazon Web Services (AWS). It sells merchandise and content purchased for resale from third-party sellers through physical and online stores. The company also manufactures and sells electronic devices, including Kindle, Fire tablets, Fire TVs, Rings, and Echo and other devices; provides Kindle Direct Publishing, an online service that allows independent authors and publishers to make their books available in the Kindle Store; and develops and produces media content. In addition, it offers programs that enable sellers to sell their products on its websites, as well as its stores; and programs that allow authors, musicians, filmmakers, skill and app developers, and others to publish and sell content. Further, the company provides compute, storage, database, analytics, machine learning, and other services, as well as fulfillment, advertising, publishing, and digital content subscriptions. Additionally, it offers Amazon Prime, a membership program, which provides free shipping of various items; access to streaming of movies and TV episodes; and other services. The company serves consumers, sellers, developers, enterprises, and content creators. Amazon.com, Inc. was founded in 1994 and is headquartered in Seattle, Washington.",Seattle,206-266-1000,WA,United States,[],http://www.amazon.com,1,410 Terry Avenue North,Internet Retail,3062.85,3098.45,3198.802,,0.0,,3116.46,,4047200,,3062.85,3217.9744,,3098.45,4047200,,,,,,1.132719,,,3030.2102,2,USD,73.09682,2883912,,,,1539720347648,,,3777389,3.9882517,3030.2102,3062.78,,1100,2883912,3552.25,46.250793,,,1626.03,3052.0,False,,1400,3116.46,NMS,"Amazon.com, Inc.","Amazon.com, Inc.",America/New_York,EST,True,-18000000,,EQUITY,,,finmb_18749,261fd26b-0151-3813-b0d0-97e4ed4c6505,us_market,,4.039,,0.05525,32.382,,,66.11,,503000000.0,,,185.694,4317030.0,0.0086,,1609372800.0,0.58663,21330999296.0,41.83,,,16.466013,0.14556,1672444800.0,1609372800.0,1.14,1611878400.0,429631367.0,1559176282112.0,,936230400.0,2:1,,,1.21,1614297600.0,1.71,,0.0101,3315887.0,,,3098.45,https://logo.clearbit.com/amazon.com,,
AMCR,8050,Consumer Cyclical,47000.0,"Amcor plc develops, manufactures, and sells various packaging products for food, beverage, medical and pharmaceutical, fresh produce, snack food, personal care, and other industries worldwide. It operates through two segments, Flexibles and Rigid Packaging. The company provides flexible packaging products, rigid packaging containers, specialty cartons, and closures. The company is headquartered in ZÃ¼rich, Switzerland.",Zurich,41 44 316 1717,,Switzerland,[],http://www.amcor.com,1,Thurgauerstrasse 34,Packaging & Containers,11.75,11.75,11.30353,0.04,0.94,,12.02,,6341914,,11.75,11.288236,0.47,11.75,6341914,,,,0.47,1614038400.0,0.439524,,,11.64,2,USD,38.115017,5984599,,,,18634422272,,,5960833,1.4927242,11.64,11.9,,2900,5984599,12.4,17.544117,,,5.8,11.83,False,0.04,1800,12.02,NYQ,Amcor plc,Amcor plc,America/New_York,EST,False,-18000000,,EQUITY,,,finmb_401715,a664bbf5-809e-3649-bcb0-d71c5bb3a910,us_market,,1.965,,0.06226,12.62,,,0.68,,1561980032.0,,,3.331,39621834.0,0.0254,,1593475200.0,0.37357,776499968.0,0.313,,,3.581507,0.00211,1656547200.0,1609372800.0,5.73,1611878400.0,1550764919.0,24531361792.0,,,,,,0.177,1614297600.0,2.04,,0.0254,32165517.0,,,11.75,https://logo.clearbit.com/amcor.com,,
AEE,63103,Utilities,9183.0,"Ameren Corporation, together with its subsidiaries, operates as a public utility holding company in the United States. It operates through four segments: Ameren Missouri, Ameren Illinois Electric Distribution, Ameren Illinois Natural Gas, and Ameren Transmission. The company engages in the rate-regulated electric generation, transmission, and distribution activities; and rate-regulated natural gas distribution and transmission businesses. It primarily generates electricity through coal, nuclear, and natural gas, as well as renewable sources, such as hydroelectric, wind, methane gas, and solar. The company serves residential, commercial, and industrial customers. The company was founded in 1881 and is headquartered in St. Louis, Missouri.",St. Louis,314-621-3222,MO,United States,[],http://www.ameren.com,1,1901 Chouteau Avenue,Utilities—Regulated Electric,74.72,75.03,77.48324,0.026766594,0.5714,,76.29,,1658785,,74.72,72.84059,2.0,75.03,1658785,,,,2.2,1615248000.0,0.244312,,,74.83,2,USD,21.768572,3454224,,,,19303118848,,,1627757,3.4843175,74.83,76.08,,1000,3454224,86.9,18.905706,,2.87,58.74,76.29,False,0.0294,800,76.29,NYQ,Ameren Corporation,Ameren Corporation,America/New_York,EST,True,-18000000,,EQUITY,,,finmb_373264,cddf641c-bbf4-38c5-85fd-deeb9482fea8,us_market,,5.515,,0.15722,12.339,,,4.03,,253355008.0,,,35.286,2930059.0,0.0116,,1609372800.0,0.7664,871000000.0,3.5,,,2.1592133,0.00437,1672444800.0,1609372800.0,1.99,1611878400.0,251728565.0,30550693888.0,,,,,,0.223,1614297600.0,2.92,,0.013200001,4302239.0,,,75.03,https://logo.clearbit.com/ameren.com,,
AAL,76155,Industrials,102700.0,"American Airlines Group Inc., through its subsidiaries, operates as a network air carrier. The company provides scheduled air transportation services for passengers and cargo through its hubs in Charlotte, Chicago, Dallas/Fort Worth, Los Angeles, Miami, New York, Philadelphia, Phoenix, and Washington, D.C., as well as through partner gateways in London, Madrid, Seattle/Tacoma, Sydney, and Tokyo. As of December 31, 2020, it operated a mainline fleet of 855 aircraft. The company was formerly known as AMR Corporation and changed its name to American Airlines Group Inc. in December 2013. American Airlines Group Inc. was founded in 1930 and is headquartered in Fort Worth, Texas.",Fort Worth,817 963 1234,TX,United States,[],http://www.aa.com,1,1 Skyview Drive,Airlines,21.6,21.67,14.978456,0.0046296297,,,22.48,,46389042,,21.6,18.51706,0.1,21.67,46389042,,,,,1580774400.0,1.858071,,,21.37,2,USD,,44224852,,,,13912953856,,,61096803,0.80250067,21.37,21.85,,4000,44224852,22.8,197.72728,,1.27,8.25,21.83,False,,800,22.48,NMS,"American Airlines Group, Inc.",American Airlines Group Inc.,America/New_York,EST,True,-18000000,,EQUITY,,,finmb_168569,b73d98bf-8d5e-382f-9d49-b84d8f52f152,us_market,,2.767,,-0.51249003,-5.485,,,0.11,,639676032.0,,,-11.049,76349014.0,0.119399995,,1609372800.0,0.45415002,-8885000192.0,-18.362,,,,0.00934,1672444800.0,1609372800.0,1.13,1611878400.0,632664953.0,47973998592.0,,1386547200.0,0:1,,,,1614297600.0,0.04,,0.1587,97372491.0,,,21.67,https://logo.clearbit.com/aa.com,,
AEP,43215-2373,Utilities,16787.0,"American Electric Power Company, Inc., an electric public utility holding company, engages in the generation, transmission, and distribution of electricity for sale to retail and wholesale customers in the United States. It operates through Vertically Integrated Utilities, Transmission and Distribution Utilities, AEP Transmission Holdco, and Generation & Marketing segments. The company generates electricity using coal and lignite, natural gas, nuclear, and hydroelectric, as well as solar, wind, and other energy sources. It also supplies and markets electric power at wholesale to other electric utility companies, rural electric cooperatives, municipalities, and other market participants. The company owns, leases, or controls approximately 3,016 railcars, 411 barges, 6 towboats, and a coal handling terminal with approximately 18 million tons of annual capacity. American Electric Power Company, Inc. was incorporated in 1906 and is headquartered in Columbus, Ohio.",Columbus,614-716-1000,OH,United States,[],http://www.aep.com,1,1 Riverside Plaza,Utilities—Regulated Electric,80.6,81.23,82.99155,0.035235733,0.6425,,81.58,,3440442,,80.6,79.516174,2.84,81.23,3440442,,,,2.96,1612828800.0,0.241061,,,80.39,2,USD,18.37104,3518760,,,,40324243456,,,3115976,2.702969,80.39,81.55,,1200,3518760,95.77,16.24,,3.31,65.14,80.85,False,0.0367,900,81.58,NMS,American Electric Power Company,"American Electric Power Company, Inc.",America/New_York,EST,True,-18000000,,EQUITY,,,finmb_135470,31a5c29e-9305-3849-a05f-4a7df17372c6,us_market,,4.986,,0.14747,13.091,,,5.0,,496604000.0,,,41.383,7436641.0,0.015,,1609372800.0,0.76782,2200100096.0,4.42,,,1.9621583,0.00011,1672444800.0,1609372800.0,2.7,1611878400.0,495983439.0,74376994816.0,,,,,,1.837,1614297600.0,2.88,,0.015,6538186.0,,,81.23,https://logo.clearbit.com/aep.com,,
AXP,10285,Financial Services,63700.0,"American Express Company, together with its subsidiaries, provides charge and credit payment card products, and travel-related services worldwide. The company operates through three segments: Global Consumer Services Group, Global Commercial Services, and Global Merchant and Network Services. Its products and services include payment and financing products; network services; accounts payable expense management products and services; and travel and lifestyle services. The company's products and services also comprise merchant acquisition and processing, servicing and settlement, point-of-sale marketing, and information products and services for merchants; and fraud prevention services, as well as the design and operation of customer loyalty programs. It sells its products and services to consumers, small businesses, mid-sized companies, and large corporations through mobile and online applications, third-party vendors and business partners, direct mail, telephone, in-house sales teams, and direct response advertising. American Express Company was founded in 1850 and is headquartered in New York, New York.",New York,212-640-2000,NY,United States,[],http://www.americanexpress.com,1,200 Vesey Street,Credit Services,145.1,145.7,114.71095,0.011853893,0.4562,,148.29,,4268157,,145.1,130.28824,1.72,145.7,4268157,,,,1.72,1609977600.0,1.293066,,,145.4401,2,USD,38.925728,2928618,,,,118220185600,,,3883354,3.770137,145.4401,147.2,,900,2928618,151.46,16.378347,,1.51,67.0,146.78,False,0.0119,1000,148.29,NYQ,American Express Company,American Express Company,America/New_York,EST,True,-18000000,,EQUITY,,,finmb_92001,3b2d1661-0aa2-3fea-bdbf-6a46a3a4a87c,us_market,,4.178,,0.099980004,,,,8.96,,805201984.0,,,28.552,8786627.0,0.0109,,1609372800.0,0.86880994,3036000000.0,3.77,,,5.139745,0.00105,1672444800.0,1609372800.0,2.25,1611878400.0,652905701.0,131022962688.0,,1128297600.0,10000:8753,,,-0.151,1614297600.0,6.22,,0.0134000005,8450774.0,,,145.7,https://logo.clearbit.com/americanexpress.com,,
AIG,10038,Financial Services,45000.0,"American International Group, Inc. provides insurance products for commercial, institutional, and individual customers in North America and internationally. The company's General Insurance segment offers general liability, environmental, commercial automobile liability, workers' compensation, casualty, and crisis management insurance products; commercial, industrial, and energy-related property insurance; and aerospace, political risk, trade credit, portfolio solutions, crop, and marine insurance. It also provides professional liability insurance products for a range of businesses and risks, including directors and officers, mergers and acquisitions, fidelity, employment practices, fiduciary liability, cyber risk, kidnap and ransom, and errors and omissions insurance. In addition, this segment offers personal auto and property insurance, voluntary and sponsor-paid personal accident, and supplemental health products; extended warranty insurance products; and travel insurance products. Its Life and Retirement segment offers variable annuities, fixed index and fixed annuities, and retail mutual funds; group mutual funds, group and individual annuities, and investment products, and financial planning and advisory services; plan administrative and compliance services; and term life and universal life insurance. It also provides stable value wrap products, and structured settlement and pension risk transfer annuities; and corporate- and bank-owned life insurance and guaranteed investment contracts. This segment sells its products through independent marketing organizations, independent insurance agents, financial advisors, direct marketing, banks, and broker-dealers. American International Group, Inc. was founded in 1919 and is headquartered in New York, New York.",New York,212-770-7000,NY,United States,[],http://www.aig.com,1,175 Water Street,Insurance—Diversified,46.62,46.97,36.09625,0.027456028,,,48.0,,5690600,,46.62,42.36853,1.28,46.97,5690600,,,,1.28,1615766400.0,1.376489,,,46.71,2,USD,,3822617,,,,41380245504,,,4813847,0.954848,46.71,48.0,,800,3822617,48.22,9.589178,,2.67,16.07,47.61,False,0.0275,1000,48.0,NYQ,"American International Group, I","American International Group, Inc.",America/New_York,EST,True,-18000000,,EQUITY,,,finmb_250388,00364109-56c8-328a-a91c-6092045edb5f,us_market,,1.37,,-0.13716,8.658,,,4.99,,864790976.0,,,76.463,9918729.0,0.0115,,1609372800.0,0.92269,-5976999936.0,-6.875,,,0.62579286,0.00054000004,1672444800.0,1609372800.0,2.16,1611878400.0,863484835.0,59366539264.0,,1246406400.0,1:20,,,,1614297600.0,0.57,,0.0115,10315663.0,,,46.97,https://logo.clearbit.com/aig.com,,
AMT,02116,Real Estate,5618.0,"American Tower, one of the largest global REITs, is a leading independent owner, operator and developer of multitenant communications real estate with a portfolio of approximately 181,000 communications sites.",Boston,617-375-7500,MA,United States,[],http://www.americantower.com,1,116 Huntington Avenue,REIT—Specialty,202.7,202.7,231.8858,0.0223483,1.1953,,205.66,,3112814,,202.7,222.98912,4.53,202.7,3112814,,,,4.96,1618185600.0,0.222101,,,201.35,2,USD,53.936676,3080525,,,,90840973312,,,2290552,11.296521,201.35,208.25,,900,3080525,272.2,34.241207,,1.8,174.32,204.0,False,0.024500001,800,205.66,NYQ,American Tower Corporation (REI,American Tower Corporation (REIT),America/New_York,EST,True,-18000000,,EQUITY,,,finmb_24766,93037c7a-3d3b-3a0c-bac0-a08bc747c258,us_market,,15.635,,0.21023001,24.841,,,5.97,,444212992.0,,,9.213,3800621.0,0.0086,,1609372800.0,0.9309,1690599936.0,3.79,,,22.188211,0.0027200002,1672444800.0,1609372800.0,1.9,1611878400.0,442962407.0,125729226752.0,,,,,,-0.351,1614297600.0,2.32,,0.0099,4270529.0,,,202.7,https://logo.clearbit.com/americantower.com,11th Floor,617-375-7575
AWK,08102-1658,Utilities,7000.0,"American Water Works Company, Inc., through its subsidiaries, provides water and wastewater services in the United States. It offers water and wastewater services to approximately 1,700 communities in 16 states serving approximately 3.5 million active customers. The company serves residential customers; commercial customers, such as food and beverage providers, commercial property developers and proprietors, and energy suppliers; fire service and private fire customers; industrial customers, such as large-scale manufacturers, mining, and production operations; public authorities comprising government buildings and other public sector facilities, such as schools and universities; and other utilities and community water and wastewater systems. It also provides various warranty protection programs to residential customers; and water and wastewater services on various military installations. In addition, the company undertakes contracts with municipal customers, primarily to operate and manage water and wastewater facilities, as well as offers other related services. It operates approximately 79 surface water treatment plants; 530 groundwater treatment plants; 150 wastewater treatment plants; 53,200 miles of transmission, distribution, and collection mains and pipes; 1,100 groundwater wells; 1,600 water and wastewater pumping stations; 1,300 treated water storage facilities; and 75 dams. The company serves approximately 15 million people with drinking water, wastewater, and other water-related services in 46 states. The company was founded in 1886 and is headquartered in Camden, New Jersey.",Camden,856 955 4001,NJ,United States,[],http://www.amwater.com,1,1 Water Street,Utilities—Regulated Water,136.83,137.3,151.8511,0.015712928,0.5499,,137.535,,1947214,,136.83,154.56676,2.15,137.3,1947214,,,,2.2,1612483200.0,0.207475,,,135.62,2,USD,34.879795,2165012,,,,24826343424,,,1019728,6.5730324,135.62,136.5,,800,2165012,172.56,29.712418,,1.77,92.0,136.49,False,0.0161,800,137.535,NYQ,"American Water Works Company, I","American Water Works Company, Inc.",America/New_York,EST,True,-18000000,,EQUITY,,,finmb_250885,00dbc48a-a9a9-3544-b52e-fb89b6ae601a,us_market,,9.348,,0.18771,18.573,,,4.59,,181439008.0,,,35.599,1417569.0,0.0078,,1609372800.0,0.87049,709000000.0,3.91,,,3.8310068,0.00245,1672444800.0,1609372800.0,1.61,1611878400.0,180907638.0,35306332160.0,,838339200.0,2:1,,,0.48,1614297600.0,4.49,,0.0089,1516384.0,,,137.3,https://logo.clearbit.com/amwater.com,,
AMP,55474,Financial Services,12300.0,"Ameriprise Financial, Inc., through its subsidiaries, provides various financial products and services to individual and institutional clients in the United States and internationally. It operates through four segments: Advice & Wealth Management, Asset Management, Retirement & Protection Solutions, and Corporate & Other. The Advice & Wealth Management segment provides financial planning and advice; brokerage products and services for retail and institutional clients; discretionary and non-discretionary investment advisory accounts; mutual funds; insurance and annuities products; cash management and banking products; and face-amount certificates. The Asset Management segment offers investment management and advice, and investment products to retail, high net worth, and institutional clients through unaffiliated third-party financial institutions and institutional sales force. This segment products also include U.S. mutual funds and their non-U.S. equivalents, exchange-traded funds, variable product funds underlying insurance, and annuity separate accounts; and institutional asset management products, such as traditional asset classes, separately managed accounts, individually managed accounts, collateralized loan obligations, hedge funds, collective funds, and property and infrastructure funds. The Retirement & Protection Solutions segment provides variable annuity products to individual clients, as well as life and DI insurance products to retail clients. The company was formerly known as American Express Financial Corporation and changed its name to Ameriprise Financial, Inc. in September 2005. Ameriprise Financial, Inc. was founded in 1894 and is headquartered in Minneapolis, Minnesota.",Minneapolis,612-671-2052,MN,United States,[],http://www.ameriprise.com,1,55 Ameriprise Financial Center,Asset Management,223.5,225.75,185.00089,0.018299777,0.3352,,228.49,,844614,,223.5,215.95059,4.09,225.75,844614,,,,4.16,1613001600.0,1.697183,,,224.47,2,USD,18.495901,1123727,,,,26094166016,,,686577,2.1821513,224.47,225.73,,800,1123727,233.91,10.379484,,2.53,80.01,225.0,False,0.0186,1200,228.49,NYQ,"Ameriprise Financial, Inc.","Ameriprise Financial, Inc.",America/New_York,EST,True,-18000000,,EQUITY,,,finmb_4165019,9c37cba6-d890-3746-852b-1fb10c11ab1b,us_market,,1.959,,0.12828,8.059,,,21.74,,116752000.0,,,50.246,2564734.0,0.022,,1609372800.0,0.87137,1534000000.0,12.2,,,4.490905,0.002,1672444800.0,1609372800.0,3.79,1611878400.0,116278273.0,23426136064.0,,,,,,-0.618,1614297600.0,1.07,,0.0248,2223672.0,,,225.75,https://logo.clearbit.com/ameriprise.com,,
ABC,19087-5594,Healthcare,22000.0,"AmerisourceBergen Corporation sources and distributes pharmaceutical products in the United States and internationally. Its Pharmaceutical Distribution segment distributes brand-name and generic pharmaceuticals, over-the-counter healthcare products, home healthcare supplies and equipment, outsourced compounded sterile preparations, and related services to various healthcare providers, including acute care hospitals and health systems, independent and chain retail pharmacies, mail order pharmacies, medical clinics, long-term care and other alternate site pharmacies, and other customers. It also provides pharmacy management, staffing, and other consulting services; supply management software to retail and institutional healthcare providers; and packaging solutions to various institutional and retail healthcare providers. In addition, this segment distributes plasma and other blood products, injectable pharmaceuticals, vaccines, and other specialty products; provides other services primarily to physicians who specialize in various disease states, primarily oncology, as well as to other healthcare providers, including hospitals and dialysis clinics; and offers data analytics, outcomes research, and additional services for biotechnology and pharmaceutical manufacturers. The company's Other segment provides integrated manufacturer services, such as clinical trial support, product post-approval, and commercialization support; offers specialty transportation and logistics services for the biopharmaceutical industry; and sells pharmaceuticals, vaccines, parasiticides, diagnostics, micro feed ingredients, and various other products to customers in both the companion animal and production animal markets, as well as provides demand-creating sales force services to manufacturers. AmerisourceBergen Corporation was founded in 1985 and is headquartered in Chesterbrook, Pennsylvania.",Chesterbrook,610 727 7000,PA,United States,[],http://www.amerisourcebergen.com,1,1300 Morris Drive,Medical Distribution,110.13,110.0,101.163826,0.015436304,,,113.565,,1058314,,110.13,105.86912,1.7,110.0,1058314,,,,1.76,1613001600.0,0.480498,,,109.8,2,USD,,1880409,,,,22544257024,,,1176688,0.115881525,109.8,120.5,,1100,1880409,113.565,12.248631,,1.74,72.06,111.33,False,0.0164,900,113.565,NYQ,AmerisourceBergen Corporation,AmerisourceBergen Corporation,America/New_York,EST,True,-18000000,,EQUITY,,,finmb_24809,902fbdd2-b1df-3c4f-b0b4-a5d23525e932,us_market,,0.115,,-0.01656,8.462,,,9.13,,204706000.0,,,-3.406,2539992.0,0.0124,,1601424000.0,0.67123,-3221510912.0,-15.76,,,,0.28052,1664496000.0,1609372800.0,2.3,1611878400.0,147335204.0,22427668480.0,,1245110400.0,2:1,,,0.998,1614297600.0,1.32,,0.0172,2733514.0,,,110.0,https://logo.clearbit.com/amerisourcebergen.com,,800 640 5221
